CrR,NiR,CuR,AsR,CdR,PbR,MR,SandR,SiltR,ClayR,FeR,RI,Long,Lat,Source,num_brick_field,num_industry,hydro_dist_brick,hydro_dist_ind,LULC_2017,LULC_2018,LULC_2019,LULC_2020,LULC_2021,LULC_2022,CVA_Magnitude,CVA_Direction
62.434844870948325,29.00962195584472,72.56755981148578,19.705104050900097,1.5242499878725764,49.577885548045444,32.3716752865268,60.10605651402768,23.9694151307363,13.104964772582345,32328.852938199816,139.65558743040074,90.26610781050043,23.72109552554429,River_Interpolated,1,1,3654.1927973220018,2969.2433800549256,1,1,1,1,1,1,0.0,0.0
64.28092248804721,30.164292000546563,74.77786070285097,20.43185848048067,1.4915220306689667,54.12577621512883,32.79667767849219,60.99981439518184,23.582136962688033,10.782846185553247,35068.84071096279,148.56571602174262,90.27152149575657,23.693029841453285,River_Interpolated,1,1,588.430114796991,2790.1892856937147,1,1,1,1,1,1,0.0,0.0
63.03776323972819,24.34924812015479,87.06501322778563,16.063627677177625,1.4943106180827637,53.55650308153457,32.26690506513861,62.03261348257171,18.088301446646568,16.809885928788038,36349.0881092605,148.31344502430997,90.28576803590428,23.672372358239095,River_Interpolated,1,1,2162.536126865861,492.6015123809508,1,1,1,1,1,1,0.0,0.0
60.82248878856474,13.004149543947811,98.11453852741612,10.87608283675905,0.9189547929111932,40.23868945686003,31.115863735822487,64.07711421767236,9.48411259665141,24.401914056983223,38700.68752916441,124.74423095236908,90.30870496554212,23.66140252232535,River_Interpolated,1,1,3747.4157762383397,539.8205720422296,1,1,1,1,1,1,0.0,0.0
62.340501295407975,15.566267120822545,99.78887005323547,11.780630987893595,1.1871609442066655,46.244787591057936,31.721345072796673,59.2882281800002,15.160323849110071,23.83153870879624,39222.337596130914,136.64415730694122,90.33677064963312,23.653139529039674,River_Interpolated,1,1,2192.743715074792,1248.3113593971657,1,1,1,1,1,1,0.0,0.0
69.01914922764387,19.171926373077962,103.11509655610095,16.719049272435274,1.6633956077333247,51.21334277546045,33.988084886734846,25.18473958476161,49.41058357229039,26.270381050900735,42711.59837660265,151.53617603208374,90.3631267489064,23.63518888845355,River_Interpolated,1,1,771.0585256645568,2096.7236346261757,1,1,1,1,1,1,0.0,0.0
70.0283165556353,21.862050314192256,103.22506561184304,17.669651877824492,2.2809598459436997,55.548008682018526,34.3454396511232,14.888654145235911,55.882372693438434,30.304821251914372,42804.96487407411,160.89201054064657,90.41170745081011,23.616525920860038,River_Interpolated,3,1,330.00946956110215,5126.79846492916,1,1,1,1,1,1,0.0,0.0
71.46344710897695,45.45508148821793,121.32662255923002,12.49015625528785,6.916084621858071,125.1887045483554,34.82967325988547,13.450529934817403,37.10205277571867,48.58202916806877,41091.52363575404,288.1159958792409,90.45031557461043,23.625216310350147,River_Interpolated,9,1,570.087712549569,1077.0329614269008,1,1,1,1,1,1,0.0,0.0
80.48622284916512,53.21292626643466,138.1423622344867,9.425626846122066,7.856849409604878,161.1191252438251,34.70185938107141,13.87228374488499,30.791450243252207,54.30787317654926,44432.36946651482,354.6847105867625,90.46278129723969,23.650717617214564,River_Interpolated,1,3,2105.4987532648884,335.87572106361006,1,1,1,1,1,1,0.0,0.0
83.19102108083499,52.88196873776695,141.78933598591263,9.006203937645864,7.565924927314929,165.11466849349213,34.78242151109575,15.393925506156407,30.947253621502107,53.019955014834,46032.3835624894,362.1021502937129,90.43863341168931,23.67707371648784,River_Interpolated,1,2,4598.318306729102,570.087712549569,1,1,1,1,1,1,0.0,0.0
69.76908021852698,43.649687849257866,126.43256791337888,10.61362819447607,5.058593662124048,128.45900627505102,35.54905484111853,38.5356811370513,32.15888083406149,29.011711516081796,42799.74848691956,289.50624191979267,90.40579513664882,23.706421589192143,River_Interpolated,1,1,3702.6384173991387,2635.0106736026705,1,1,1,1,1,1,0.0,0.0
68.41073057573388,47.28442914606947,131.84322111669618,11.097523295003487,4.965287011193189,142.39892732411016,35.81248608974236,52.17166698080337,26.79694366615387,20.13601451191903,42778.459078750486,313.5375615266784,90.35301170540151,23.73363248087428,River_Interpolated,1,1,2238.3378319637095,1630.2319620225826,1,1,1,1,1,1,0.0,0.0
38.98982417798762,44.76710625047754,100.0456326980188,15.264200319290415,3.5993889615862873,123.8692636113221,34.07353703838827,32.97832980637006,38.70032366207653,28.44241413929108,45508.064849932,263.6102261736333,90.32921998335483,23.75243791386927,River_Interpolated,3,1,291.8154382482188,1582.3736126465203,1,1,1,1,1,1,0.0,0.0
20.80450289960178,45.79754364345315,88.1687178969664,17.016647935571953,3.1457885336905353,118.7919690940264,33.43722196589479,19.045995912391916,48.74128714688262,33.96244903277363,48586.17856709988,246.40730893974595,90.34254049839295,23.770246089053913,River_Interpolated,1,1,1114.8150070751649,1321.102759061535,1,1,1,1,1,1,0.0,0.0
12.177445947480305,46.73862285303548,81.39193473152201,18.5302916800243,2.8390728901806135,110.53871008427225,33.16718448831111,11.927623919449381,55.59256081760355,35.26796282002127,50068.10429044359,229.01897075406706,90.335987089925,23.785917283216403,River_Interpolated,1,2,1478.7029789650119,505.74820810359773,1,1,1,1,1,1,0.0,0.0
13.137322172771615,41.51823253684826,84.52618382908015,13.085583422895525,3.3152594001024336,149.43950004611747,32.593004324458086,17.079618786664724,37.33279787789693,45.64124995340707,48183.694860311174,287.92030510759713,90.33926379415897,23.81384050190593,River_Interpolated,1,1,2130.1775160770053,1839.0299752858841,1,1,1,1,1,1,0.0,0.0
13.461790046401047,39.9141275634851,85.56407484499603,11.322819932341494,3.447091954434546,160.79730418348257,32.51601288166516,18.62390183006645,32.04363381330173,48.52055734073348,47617.64213088492,305.0610239911957,90.3378391401442,23.83748975855114,River_Interpolated,1,1,1186.5127475084287,3827.8584090846407,1,1,1,1,1,1,0.0,0.0
16.355362872695395,40.31477402535142,76.3008322671181,11.587880096565655,2.512410182362818,112.31830614508655,34.82169078683496,15.542124748507963,48.436404229993,35.22195641081623,46096.056598448806,225.80736705395339,90.34624459883135,23.860284222787488,River_Interpolated,1,1,2207.9755999557606,1175.3988684697633,1,1,1,1,1,1,0.0,0.0
16.029070583052995,40.64574214485191,74.02294330728827,11.404076499958187,2.2107039631157934,99.3854522130332,35.66780185655143,15.027154375619883,52.574811680763766,31.432662188707294,45627.54384253036,204.24676842732063,90.35080349167862,23.886640322060764,River_Interpolated,2,1,700.446286306095,1382.931668593933,1,5,5,1,5,1,0.0,0.0
38.431844092260306,33.57852806911046,66.01332308097655,10.463643874123095,2.6165244372442555,94.63469086747182,33.82457078702352,16.391988281640042,48.21862558351461,34.56415491638522,41270.9095464599,199.22217032409037,90.346885693138,23.94961002951368,River_Interpolated,1,1,3739.6941719878646,4035.8742857031607,1,1,5,5,5,1,0.0,0.0
46.639160960928464,31.160399771649374,62.45155188996858,10.15982621932137,2.6848480996733493,89.28420153495414,33.3695028463434,16.77848373642728,47.72808064194815,34.741789126596345,39513.951954220305,191.46100814222646,90.33919256145823,23.97824557521059,River_Interpolated,1,1,6762.5924208102315,1600.1953005805258,1,1,1,1,1,1,0.0,0.0
46.39211644496649,50.28630831111728,93.10645842419093,15.603582407403955,9.282985550840522,97.38243007568909,34.631386582436186,13.054966270024957,31.33114008347623,50.967293917716525,26229.809866821583,235.05213362460933,90.50715926979983,23.616810851662997,River_Interpolated,1,2,3995.642157400985,601.0407640085654,1,1,1,1,1,1,0.0,0.0
45.90697278476207,50.420422127703894,92.92605775563823,15.349184266597725,9.29593868907405,98.0650920105406,34.721553077112766,13.787967172851506,30.774851188234763,50.952070751508806,26464.60165612947,235.8458911556874,90.51912636352391,23.64231215852741,River_Interpolated,1,3,1905.3378965422378,282.0128543169619,1,1,1,1,1,1,0.0,0.0
47.81824849661535,49.047296628386356,96.01138954430303,13.686956303081345,8.920361768966872,104.4199423126907,35.61314097678038,17.00179445027681,29.92140221726874,50.90495363461521,31402.0864963481,245.50151272545764,90.52226060235641,23.663397037946034,River_Interpolated,1,1,2263.052418747741,680.6476695030991,1,1,1,1,1,1,0.0,0.0
44.60344012567057,46.813073558468545,91.99509500282358,12.898812384142047,8.917267545475505,101.8578619137256,36.973783672552734,19.53959036674622,29.326600872013348,51.61667030607213,34869.50818154536,238.2759756657181,90.52738935680959,23.68576410597795,River_Interpolated,1,3,1825.0428077171232,158.11388300841898,1,1,1,1,1,1,0.0,0.0
41.47229519697365,45.90062223378213,87.24839650555907,13.305127423502318,9.53631175249935,98.60963450862502,38.15244381692292,17.922873188981022,29.538033279394632,54.81231266134203,36203.28899082866,231.8585779445133,90.51777294220989,23.70300241955669,River_Interpolated,1,2,3377.314021526574,569.264876836785,1,1,1,1,1,1,0.0,0.0
40.25364275397209,45.695306299396705,85.23052507568077,13.658020547012589,9.89586181979644,97.3002778458566,38.63548003533362,16.240844911701124,29.888983756550157,56.758287401062844,36438.468829502155,229.59269336353552,90.50039216322966,23.7216653871502,River_Interpolated,1,2,5954.252681907277,372.9108472544075,1,1,1,1,1,1,0.0,0.0
32.64926151171608,40.638478846860885,78.42779158061883,11.318315736173897,7.329764736004635,80.9962570487813,37.70179480211757,29.004797968027763,28.782672799616954,44.18700021819174,35247.11453545987,192.3053425957616,90.51157569724562,23.73918863153189,River_Interpolated,1,1,3914.017277682867,637.3774391990981,1,1,1,1,1,1,0.0,0.0
18.00500093451856,30.187447608685744,61.823939993205265,8.519349492300055,3.6275908822161256,48.23663096227288,36.616087250464794,47.35261619498454,29.760007680743335,23.832996194149352,32087.73523400012,120.24100311623116,90.50886885461756,23.765829661608123,River_Interpolated,1,1,3847.0158889716067,956.882960450232,1,1,1,1,1,1,0.0,0.0
24.522244281724475,25.00230420955806,62.7305689997026,10.004051812830866,4.3773465454156435,52.00271079272481,36.99764005235476,30.52420961537144,41.78350973725212,28.36823165708023,30254.113059891853,129.24725183107205,90.52318662746602,23.7921857608814,River_Interpolated,1,1,4325.162569198989,257.6941016011038,1,1,1,1,1,1,0.0,0.0
42.93427935497534,19.517503658957732,69.13849525572974,13.924722921615016,7.363187798155482,69.05481724826979,37.18925396010183,19.41754858079588,56.30723711131524,26.52825384871012,30618.472661806256,169.76879118517513,90.54335536424988,23.809934961196564,River_Interpolated,1,3,3704.747798433788,398.63046797754936,1,1,1,1,1,1,0.0,0.0
50.698542819745924,17.001305547152906,71.67376306121322,15.568060139076815,8.594064670726791,75.93101753187334,37.2365072193813,15.341858171529115,62.46657394389074,25.131763884376443,30776.31516525757,186.20079331706134,90.55407635772883,23.828160650110792,River_Interpolated,1,1,2740.6944831556834,1151.4257466289348,1,1,1,1,1,1,0.0,0.0
49.026414950445414,17.486835990408963,71.09772858214892,15.214576503842885,8.32294131968118,74.39723885989723,37.227624437595004,16.10616050487834,61.228692592570575,25.448750927755114,30718.15752859588,182.54412525759597,90.54532087972102,23.84650546117478,River_Interpolated,1,1,660.1372963255446,3022.8556449159128,1,1,1,1,1,1,0.0,0.0
43.93712948365216,19.172824820634307,69.46698347353308,14.139396861665547,7.521330519401036,69.94880997648886,37.20331822214792,18.651654854307125,57.18969676888539,26.48699637018077,30612.472999990892,171.89537546661865,90.55395723557906,23.866041493736436,River_Interpolated,2,1,364.4344934278313,2187.6428524784387,1,1,1,1,1,1,0.0,0.0
32.958833699139255,40.90141341799245,78.8081267129188,11.338279147334012,7.384444098929032,81.6402804291173,37.680820433649416,29.606353486178403,28.431395990046397,43.99321503315943,35415.414025128055,193.70879575423217,90.49284757274901,23.733458541046673,River_Interpolated,1,1,5896.715187288598,905.8835465996718,1,1,1,1,1,1,0.0,0.0
23.0656432184578,35.51330647140224,69.16288000326014,9.110052430233711,4.808863484152757,61.34724045294955,36.811739638062804,45.237445320790364,26.371693103027102,29.75942868602535,34011.774467655494,148.5216060482685,90.49415791639643,23.744179534525628,River_Interpolated,1,1,5369.546652185825,2006.4349603214155,1,1,1,1,1,1,0.0,0.0
12.921456051903638,30.678314331359484,59.04344829272627,7.111054584259233,2.4688733891911134,40.967254784569086,35.99746611159119,62.60760395895612,23.301719316987064,15.075225270474938,32841.45158294256,103.66602976806328,90.48844005320767,23.755019650154352,River_Interpolated,1,1,5787.553995428466,2662.2945930155815,1,1,1,1,1,1,0.0,0.0
10.906028269276042,29.636477717802002,56.811017503149515,6.807109275264135,2.067148996852603,36.790331366825534,35.871803853350656,65.74067015801793,22.898255240156523,12.308982392269632,32553.137931067457,94.62738431862051,90.48307955646818,23.770505529623957,River_Interpolated,1,1,6525.33524043018,1888.4517468021259,1,1,1,1,1,1,0.0,0.0
12.950575962895593,27.428232175622632,57.4966275517091,7.417307675959684,2.318385479023136,38.92785054840211,36.46859679071249,46.94827759240535,31.04079662384727,22.140595658328433,30620.065611700997,99.03663900440709,90.47080997504227,23.783013355349407,River_Interpolated,1,1,8138.527200912951,1750.1785623187138,1,1,1,1,1,1,0.0,0.0
10.199785556315232,22.430501093945757,54.29224556732845,7.04370329216269,1.3429511880098346,32.72101898662231,37.1296118501496,22.09809248614516,42.16058476928938,33.97401704787645,26742.373818230313,84.17822146332183,90.48200745712029,23.800524311365034,River_Interpolated,1,1,8097.723445512325,2434.292761768806,1,1,1,1,1,1,0.0,0.0
10.758946538320608,22.291983186528242,54.52467549903851,7.167062147613405,1.4391553449256298,33.3135329065989,37.14970689389941,21.420166138517033,42.66875905623309,34.175200253414005,26729.802742509386,85.5575571470477,90.48629585451187,23.818273511680196,River_Interpolated,1,1,7253.070470497305,474.3416490252569,1,1,1,1,1,1,0.0,0.0
15.313195363391213,22.846705768828286,57.05555597950346,8.108000108510815,2.3745054074292304,39.17211127559289,37.105851164390764,23.7810681424073,42.903299096677316,32.32753130028611,27752.638689832496,99.29073842737513,90.48665322096117,23.832091681053075,River_Interpolated,1,1,6561.845205428119,187.5,1,1,1,1,1,1,0.0,0.0
16.421203131652057,23.27242135933895,57.82057855168,8.333596731563594,2.632598734345318,40.8584349968017,37.084821543402946,25.038780682796403,42.47580408354458,31.72875303133054,28134.95049999627,103.21752741461349,90.47640871608128,23.83840515499068,River_Interpolated,1,1,7381.575458531872,1273.2831578246844,1,1,1,1,1,1,0.0,0.0
18.75224064351722,23.504798103076634,59.45311562218134,9.035390793213663,2.9157195690464315,46.6438070431863,36.87540202452095,25.84058977034633,44.739381420430185,28.98724701605449,29702.254706785137,114.38482223411992,90.47438363953525,23.853771912310517,River_Interpolated,1,1,7431.573268830766,2800.1116049186326,1,1,1,1,1,1,0.0,0.0
20.598378588127204,24.460142631099824,61.24827823931598,9.591991182454327,3.2502171784256637,51.984755335831395,36.78384466417813,25.984793196379904,45.74077741718589,28.111834006343855,31007.25965160666,124.98631627392237,90.46902314279578,23.86997252467872,River_Interpolated,1,1,8213.80316905634,4508.360289506597,1,1,1,1,1,1,0.0,0.0
20.91066487871012,25.739181265760784,62.54554719077179,9.86497354271661,3.300905817179204,56.29802953857504,36.68886410431347,25.782564414265345,46.30245900344858,27.813440494312108,32289.281495011623,132.75206399604306,90.46125949732476,23.883374229015917,River_Interpolated,1,1,9420.199374217087,2942.7081489675456,1,1,1,1,1,1,0.0,0.0
23.203300478325062,25.13090281655323,63.271791354356836,10.302523652954413,3.7121906253987973,57.86349961269333,36.719286166287425,25.33904292302597,47.39662083385392,27.41849203905061,32229.769875359172,136.98084978907227,90.47419378419063,23.897521105275466,River_Interpolated,1,1,8992.097224785774,3717.2318329638792,1,1,1,1,1,1,0.0,0.0
25.145172042847605,24.71900138003732,63.97398891986401,10.687927939062579,4.060708357809597,59.48353727366535,36.73685275699279,24.993486213985165,48.33477513149413,27.046741972290576,32276.22396914724,141.08091103363552,90.4871280710565,23.912880570928692,River_Interpolated,1,1,7777.049569084667,5276.510447255838,1,1,1,1,1,1,0.0,0.0
76.53041170850666,47.08315468892584,131.3318903795998,10.923668577314592,6.641662410836635,141.4339634860437,35.343440129284225,21.0903167334697,34.23000563376903,44.622538261467255,44384.56265906152,317.4277845684362,90.42283719829636,23.690979063220293,River_Interpolated,1,1,4004.9383578277457,431.7479009792636,1,1,1,1,1,1,0.0,0.0
72.25834881655547,47.36460789782976,136.95779216401854,10.420773672312617,5.175106878004524,146.1368947251758,36.11302795457873,53.014567629268775,26.341398417865726,19.79351316479368,42712.328848749334,322.38757276327556,90.37112224990601,23.707155303001166,River_Interpolated,1,1,3546.3008896595334,5015.678543327911,1,1,1,1,1,1,0.0,0.0
31.406075703406607,39.20231009761068,89.73713270925262,10.732553385690643,3.201364826676952,91.98539807849745,35.616547819944,41.57768345257799,35.12276294282357,23.609909320614914,39154.07468255091,204.13679523378755,90.40838544274132,23.759623931691394,River_Interpolated,1,1,7457.640796525399,5373.909773153993,1,1,1,1,1,1,0.0,0.0
23.336286802683592,35.18795872138071,77.6821593998965,9.69527041253082,2.649694473767277,72.92805675562454,35.77644787471084,42.685753025619114,34.432202464279676,23.110877409267804,36496.21852245431,165.4537942828797,90.42123210580081,23.76945717995915,River_Interpolated,1,1,8984.404891254622,4443.200563782823,1,1,1,1,1,1,0.0,0.0
21.242732219894602,28.557324804456687,68.70941265133543,10.727765265871128,3.5577273289590474,82.31692428919028,36.01348267209651,17.38870053170801,47.843745238713964,34.342099543047254,35951.74554286519,176.94389823958267,90.45497600056075,23.895227597319284,River_Interpolated,1,1,10540.472593769218,1810.1277579220757,1,1,1,1,1,1,0.0,0.0
19.53159643298172,31.259977874958533,70.71111083034971,10.77847878780618,3.2995225172318605,90.72146930246144,35.71544452291566,17.158309408487746,47.2049035346879,35.05172824645827,38274.44807523303,190.3315324293942,90.4376851855329,23.89992618835946,River_Interpolated,1,1,9303.29242795259,137.5,1,1,1,1,1,1,0.0,0.0
13.028629694382277,37.16573404145461,73.26389214612186,11.295643156611305,2.341636425321126,100.53049415023304,34.969654435113306,16.422949694165705,46.11081579886397,36.80225610646657,42491.449296281695,204.2765361702253,90.42358941241238,23.889965175354288,River_Interpolated,1,1,7832.823564973233,797.2609359550987,1,1,1,1,1,1,0.0,0.0
13.538654664353249,38.55666697346743,74.84861505241746,11.565314292460581,2.4241758334631003,106.07120639855255,34.86456414418983,16.099822749741023,46.69051222359583,36.58481411615581,43955.861200773455,214.19274237204473,90.40761420287578,23.88207154240679,River_Interpolated,1,1,6288.14609006502,1721.4183831945097,1,1,7,1,1,1,0.0,0.0
14.437522497550571,39.89310332177389,75.35736979610901,11.626388238590314,2.3910139701923088,106.55777297965592,35.08875372265739,15.624108797591418,48.811787039864555,34.841211614656594,45170.47053622996,215.6643093520241,90.38543685316615,23.897952780122584,River_Interpolated,1,2,3997.2060554842556,454.49147406744606,1,1,1,1,1,1,0.0,0.0
17.169856796491636,40.27708445214601,74.47873497468794,11.578776642350055,2.342930819410548,103.35856259445347,35.22950763385473,15.08400400767489,51.28015588670707,32.79982218502642,45719.30368091173,211.15505818797516,90.36645454536384,23.894663766394462,River_Interpolated,1,1,2031.201922507952,645.7795676544745,1,1,1,1,1,1,0.0,0.0
60.42398302550726,27.936126125551564,71.26552275143128,18.81695588641808,1.6170192140840596,46.18901376179701,31.973011289459304,59.164344492668235,24.46941698890268,15.687044347355775,29408.302687470776,132.8819554373573,90.2407672350391,23.71752688417984,River_Interpolated,1,1,1173.9356881873896,4359.078170898063,1,1,1,1,1,1,0.0,0.0
61.25376426914906,27.70496660068557,72.35285265907774,18.49166753121522,1.562967718598053,46.241057221019595,31.98165192354414,59.32179339415421,23.462863730712087,15.706868295553216,30590.47222251094,133.27618905780704,90.2275172083058,23.700705928256014,River_Interpolated,1,1,2386.485386504598,6519.202405202648,1,1,1,1,1,1,0.0,0.0
60.10798011748423,27.859672494828388,69.96396638373506,18.16510244239881,1.6648557472790004,44.06290124496456,31.732573412415437,58.206604159187016,24.457441877729185,17.184266318613506,28219.149553424315,128.80911055211132,90.21088419602358,23.718654546029484,River_Interpolated,1,1,775.9067276419247,5675.220260042776,1,1,1,1,1,1,0.0,0.0
60.5550644262847,28.097577472892958,69.36721375361857,17.834922586406734,1.6712083900014254,43.27161887300833,31.64818904115038,57.685354496289634,24.171709000031225,17.68776860545039,28231.886200175682,127.41577975508123,90.18945862088039,23.719782207879128,River_Interpolated,1,1,1787.6748166263346,7278.500017173868,1,1,1,1,1,1,0.0,0.0
64.4019051912424,28.7464301808504,62.32942927278208,17.41836747070867,1.9279730870061602,42.75787949038861,31.478370654293663,50.727589382349585,30.377264898561396,18.266562947327053,27981.071438926767,125.70233572945736,90.16779811618515,23.72231944704082,River_Interpolated,1,1,2183.353212377695,9076.566669176182,1,1,1,1,1,1,0.0,0.0
